caption_order,sentence,best_frame_idx,best_timestamp_pct,best_score,is_event,clip_dir
4,"The road is flanked by tall buildings and trees, with several vehicles in the adjacent lanes, including a white car and a black sedan, which are moving in the same direction.",2,27.8,0.9767,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03
5,"The traffic flow is moderate, with vehicles maintaining a steady pace.",2,27.8,0.1238,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03
6,"A traffic light is visible at the intersection ahead, and the surrounding area features urban infrastructure, including street signs and crosswalks.",0,10.0,0.0131,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03
7,The overall scene depicts a typical city environment during rainy weather.,1,18.9,0.5114,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03
0,"The ego-vehicle is driving on a multi-lane highway in a city, with a clear road condition and visible lane markings.",9,90.0,0.8179,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04
1,"The road is bustling with traffic, including a white Volkswagen SUV directly ahead, a black sedan to the left, and a blue bus moving from right to left on the adjacent lane.",0,10.0,0.9007,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04
2,"The surrounding environment features modern high-rise buildings, with one prominently displaying a large digital billboard.",4,45.6,0.1791,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04
3,"The weather appears to be rainy, as the road surface is wet, and the sky is overcast.",8,81.1,0.0584,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04
4,"The ego-vehicle is in the middle of the road, moving forward at a steady pace, and the traffic flow is consistent, with vehicles maintaining a safe distance from each other.",5,54.4,0.4676,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04
5,"The capture time is during the daytime, and the overall scene depicts a typical urban traffic environment.",8,81.1,0.3397,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04
0,"The video captures a front-view of an ego-vehicle driving on a city street during the daytime, with the road appearing wet from rain.",2,27.8,0.5248,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01
1,"The road is a two-lane road with a white dashed line marking the center and a solid yellow line on the left side, indicating the lane for the ego-vehicle.",1,18.9,0.3408,True,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01
2,"The road is surrounded by tall buildings, and several vehicles are visible in the adjacent lanes.",2,27.8,0.6181,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01
3,"A black SUV is directly ahead, and a blue three-wheeled vehicle is on the right side of the road.",2,27.8,0.4086,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01
4,"The ego-vehicle is stopped in the middle of the road, with a white arrow sign on the road surface indicating a turn or stop.",0,10.0,0.0183,True,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01
5,"Raindrops are visible on the camera lens, creating a blurred effect.",2,27.8,0.1054,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01
6,"The surrounding traffic is moving slowly, and the weather is rainy, with the sky appearing overcast.",2,27.8,0.1374,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01
0,"The ego-vehicle is driving straight on a multi-lane city street, moving through a moderate traffic flow during the daytime under sunny conditions.",0,10.0,0.8601,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/01
1,"The road is wide and well-maintained, with clear lane markings and a smooth asphalt surface.",9,90.0,0.1117,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/01
2,"The road is bordered by lush green trees and tall buildings, indicating a densely populated urban environment.",1,18.9,0.6017,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/01
3,"The vehicle is in the middle of the road, following a white sedan in the adjacent lane.",6,63.3,0.1642,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/01
4,"On the right side of the road, there is a silver sedan and a black car on the left, while a gray car is visible on the right edge of the frame.",2,27.8,0.5018,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/01
5,"A blue overhead sign indicates a directional route, and the traffic light above the intersection shows a green signal.",6,63.3,0.0113,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/01
6,"The vehicles are moving steadily, and the visibility is clear, with no signs of congestion or adverse weather.",6,63.3,0.7471,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/01
0,"The ego-vehicle is driving on a multi-lane highway during the daytime, with the road surface appearing wet from recent rain.",6,63.3,0.1424,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
1,"Raindrops are visible on the camera's lens, creating a blurred, bokeh effect that partially obscures the view.",0,10.0,0.8965,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
2,"The vehicle is moving forward through a city street environment, maintaining a steady course on the rightmost lane.",2,27.8,0.1267,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
3,"The road is marked with white lane dividers and a double yellow line, indicating a divided highway.",5,54.4,0.0231,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
4,"Several other vehicles are visible in adjacent lanes, including a silver sedan, a black SUV, and a white car, all traveling in the same direction.",1,18.9,0.1838,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
5,"The surrounding area features tall trees lining the road and modern buildings on the right side, with a prominent structure featuring a cross-shaped roof visible in the distance.",2,27.8,0.0424,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
6,"A traffic sign is visible in the distance, indicating a traffic light or signal, and the overall scene suggests a typical urban setting with moderate traffic flow.",4,45.6,0.1086,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
7,"The vehicle's movement is smooth and consistent, indicating a steady pace as it navigates through the wet conditions.",5,54.4,0.1419,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/01
0,"The ego-vehicle is moving straight through a busy urban intersection on a multi-lane highway, with a snowy road surface that is visible in the video.",9,90.0,0.0021,False,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03
1,"The road is marked with white lines, including a crosswalk and lane dividers, and the surrounding area is filled with tall buildings, including a prominent structure with a clock tower.",3,36.7,0.4914,True,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03
2,"The weather is snowy, with visible snowflakes falling and the windshield of the vehicle covered in water droplets, which are blurred due to the motion.",2,27.8,0.0924,False,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03
3,"The traffic is active, with several vehicles in the adjacent lanes, including a yellow taxi on the left and a white car ahead.",7,72.2,0.1053,False,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03
4,"The road is illuminated by streetlights and the vehicles' headlights, and traffic signs indicating speed limits and directions are visible.",5,54.4,0.0015,False,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03
5,"The ego-vehicle is traveling at a moderate speed, and the overall scene suggests a typical city rush hour.",9,90.0,0.3454,False,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03
0,"The ego-vehicle is moving straight along a two-lane city street during the daytime, with clear and well-maintained road conditions.",1,18.9,0.6645,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_11/02
1,"The road is lined with various buildings, including commercial structures with numerous signs and advertisements.",5,54.4,0.8635,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_11/02
2,"As the vehicle progresses, it approaches an intersection where the road layout changes.",3,36.7,0.2592,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_11/02
3,"The road ahead has a crosswalk painted in white, and the vehicle is approaching a traffic signal that indicates a green light.",7,72.2,0.8749,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_11/02
4,"The surrounding area is filled with trees and streetlights, and there are several other vehicles on the road, including a white car and a black SUV.",1,18.9,0.0504,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_11/02
5,"The environment is bustling with activity, and the overall scene is well-lit by the sun.",7,72.2,0.0658,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_11/02
0,"The ego-vehicle is moving straight on a three-lane city street, with the road surface appearing clear and well-maintained.",1,18.9,0.1724,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_1/04
1,"The vehicle is in the middle lane, with a blue truck on the left and a large dump truck in the lane ahead.",4,45.6,0.9948,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_1/04
2,"The road is bordered by a metal fence on the right, with a banner and a sign indicating directions to ""Daeban"" and ""Wonho"" in Korean.",0,10.0,0.9835,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_1/04
3,"The sky is overcast, suggesting a cloudy day, and the urban landscape features modern buildings in the background.",9,90.0,0.6643,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_1/04
4,"Other vehicles, including a black sedan and a white truck, are visible ahead, indicating a typical traffic flow.",2,27.8,0.3917,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_1/04
5,"The camera maintains a steady forward motion, capturing the continuous flow of traffic and the surrounding cityscape.",6,63.3,0.8856,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_1/04
0,"The ego-vehicle is moving straight along a three-lane city street on a clear, sunny day.",8,81.1,0.7635,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
1,"The road is paved and marked with white lines, including a crosswalk and directional arrows.",0,10.0,0.8927,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
2,"The street is lined with buildings, some with colorful facades and various signs in Korean, including a blue sign indicating a speed limit of 50 km/h.",2,27.8,0.9261,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
3,"On the right side, there is a bus with the number 619 and a blue and white vehicle, possibly a taxi, driving in the same direction.",6,63.3,0.4414,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
4,"The road is relatively busy with other cars, including a white sedan and a black SUV, as well as a bus in the opposite direction.",6,63.3,0.5753,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
5,"The surrounding area includes trees and hills in the background, with some commercial buildings and streetlights.",9,90.0,0.0175,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
6,The sky is bright blue with scattered clouds.,5,54.4,0.2508,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
7,"The vehicle is maintaining a steady pace, passing through the intersection without stopping.",0,10.0,0.3833,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04
0,"The ego-vehicle is moving straight along a three-lane city street during the daytime, with the sun shining brightly from the front, creating a lens flare effect on the road.",7,72.2,0.9983,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/01
1,"The road is clear and well-maintained, with white lane markings and a solid white line separating the lanes.",4,45.6,0.9068,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/01
2,"The vehicle is in the rightmost lane, with a white sedan in the left lane and a black SUV in the middle lane ahead.",4,45.6,0.9495,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/01
3,"The road is lined with trees and buildings, and there are no visible intersections or signs.",8,81.1,0.5439,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/01
4,"The surrounding traffic is moderate, with other cars moving in the same direction.",5,54.4,0.4002,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/01
5,"The ego-vehicle maintains a steady pace, following the flow of traffic, and the overall scene is bright and clear under sunny conditions.",4,45.6,0.6033,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/01
0,The video captures a front-view ego-vehicle driving on a two-lane city street under a sunny sky with scattered clouds.,3,36.7,0.9995,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03
1,"The road is clear and well-maintained, with yellow lines marking the lanes and white lines delineating the edges.",2,27.8,0.9776,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03
2,"The ego-vehicle is following a white Kia SUV, which is in the adjacent lane and has its brake lights illuminated.",3,36.7,0.8906,True,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03
3,"The surrounding environment features modern high-rise buildings on the left and lower residential or commercial structures on the right, some of which are under construction with scaffolding.",2,27.8,0.1644,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03
4,"Trees and utility poles line the road, and a few other vehicles are visible in the distance, including a white sedan and a dark-colored car.",8,81.1,0.4686,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03
5,"The ego-vehicle maintains a steady pace, moving forward along the road, with no abrupt changes in speed or direction.",9,90.0,0.0748,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03
6,"The scene is illuminated by bright sunlight, casting clear shadows on the road surface.",6,63.3,0.4426,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03
0,"The ego-vehicle is driving on a city street, moving along a three-lane road with a clear and well-maintained surface.",7,72.2,0.3777,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
1,"The road is lined with lush green trees on both sides, providing shade and a pleasant urban environment.",6,63.3,0.9754,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
2,"As the vehicle progresses, it approaches an intersection, where traffic signals are visible, and other vehicles are present.",2,27.8,0.2433,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
3,"The road ahead is clear, with no visible obstructions, and the traffic flow is steady.",0,10.0,0.6681,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
4,"The vehicle is moving in the right lane, navigating through the intersection with the traffic lights indicating green.",2,27.8,0.2189,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
5,"The surrounding area features modern buildings and commercial establishments, with signs and banners visible along the roadside.",5,54.4,0.2762,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
6,"The weather is sunny, casting bright light and creating shadows on the road, while the sky is clear and blue.",2,27.8,0.9625,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
7,"The vehicle continues forward, maintaining a smooth and consistent pace through the urban landscape.",7,72.2,0.5753,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03
0,"The ego-vehicle is driving straight on a wet city street, with raindrops visible on the windshield, creating a blurred effect.",6,63.3,0.9729,False,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_3/01
1,"The road is a multi-lane highway with clear lane markings, including a double yellow line in the center, indicating a divided traffic flow.",5,54.4,0.0091,True,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_3/01
2,"The road is surrounded by tall buildings and trees, with several vehicles visible on both sides.",0,10.0,0.5379,False,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_3/01
3,"On the left, there are parked cars and a few pedestrians, while on the right, there are more vehicles and a few pedestrians walking on the sidewalk.",1,18.9,0.0261,False,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_3/01
4,"The weather is rainy, and the road is wet, reflecting the light from the sky and the vehicles.",4,45.6,0.9592,False,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_3/01
5,"The ego-vehicle is moving forward, and the traffic flow is moderate, with cars and a bus passing in the opposite direction.",3,36.7,0.4789,True,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_3/01
6,"The time of day is daytime, and the overall scene is urban, with a mix of commercial and residential buildings.",6,63.3,0.0754,False,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_3/01
0,The ego-vehicle is moving straight along a three-lane road that is located beneath a large underpass.,1,18.9,0.9784,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/03
1,"The road is clear and well-maintained, with a white dividing line running down the center and yellow and black striped barriers on the right side.",0,10.0,0.9829,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/03
2,"The underpass walls are gray with red and white horizontal stripes, and the road surface is smooth and dark.",1,18.9,0.9998,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/03
3,"As the vehicle approaches the underpass, it is surrounded by other vehicles, including a white car on the left and a white truck further ahead.",8,81.1,0.7607,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/03
4,"The underpass entrance is visible, and the vehicle enters a dark tunnel, where the light gradually increases as it exits.",3,36.7,0.9904,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/03
5,"The surrounding area features modern buildings, trees, and streetlights, and the sky is bright, indicating a sunny day.",9,90.0,0.6257,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/03
6,The ego-vehicle maintains a steady pace as it navigates through the tunnel and emerges into the daylight.,5,54.4,0.9787,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/03
0,"The ego-vehicle is moving straight along a city street with a clear, well-maintained road surface, which is a three-lane road with white lane markings.",4,45.6,0.9714,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/02
1,"The road is surrounded by modern buildings, including commercial establishments with signs in Korean, and the sky is bright and sunny with scattered clouds.",4,45.6,0.9973,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/02
2,"The vehicle is in the middle of the road, with cars on both sides of the lanes, including a black sedan in the same lane as the ego-vehicle.",6,63.3,0.983,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/02
3,"The road has a pedestrian crosswalk in the foreground, and there are no visible signs of traffic congestion.",4,45.6,0.482,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/02
4,"The surrounding area features a mix of urban structures, including multi-story buildings and smaller shops, with some trees and utility poles visible along the roadside.",1,18.9,0.961,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/02
5,"The video captures the vehicle's steady forward motion through a typical urban environment, with no abrupt changes in direction or speed.",1,18.9,0.8238,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/02
0,"The ego-vehicle is moving straight along a multi-lane city street, with clear road markings and a smooth asphalt surface.",9,90.0,0.1429,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04
1,"The road is lined with modern buildings, including a tall glass structure on the right and a red brick building on the left.",1,18.9,0.8938,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04
2,"Several vehicles, including cars and a green bus, are traveling in the same direction, while a white car is seen on the left side of the road.",7,72.2,0.9584,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04
3,"A blue sign with Korean text is visible above the road, indicating a bus stop or a traffic direction.",7,72.2,0.9895,True,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04
4,"The weather appears to be rainy, as evidenced by the wet appearance of the road and the presence of a few pedestrians with umbrellas on the sidewalk.",5,54.4,0.0003,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04
5,"The video captures the ego-vehicle's movement from a front-facing perspective, showing a continuous flow of traffic and a clear view of the road ahead.",7,72.2,0.8124,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04
0,"The ego-vehicle is moving straight along a three-lane city street, with a clear road surface and well-defined lane markings.",8,81.1,0.6944,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/04
1,"The road is lined with various commercial buildings, including shops with colorful signs and banners in Korean.",0,10.0,0.9881,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/04
2,The left side of the road features a mix of smaller buildings and a white van parked along the curb.,8,81.1,0.9483,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/04
3,"On the right, a black sedan is parked near a building with a large glass facade, and a yellow bus is visible further down the street.",5,54.4,0.9901,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/04
4,"The road is marked with white arrows indicating traffic flow, and there are traffic signals above the intersection.",9,90.0,0.8769,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/04
5,"The sky is overcast, but the weather appears to be sunny, and the overall visibility is clear.",0,10.0,0.1004,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/04
6,"The ego-vehicle maintains a steady pace, following the flow of traffic and passing through the intersection.",8,81.1,0.0715,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/04
0,"The ego-vehicle is moving straight along a city street that is wet from rain, with visible water droplets on the windshield, indicating ongoing rainfall.",6,63.3,0.2158,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/01
1,"The road is a three-lane road with white lane markings, and the vehicle is traveling in the middle lane.",5,54.4,0.4321,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/01
2,"In front of the ego-vehicle, a red car is moving in the adjacent lane, and a black car is also visible ahead.",4,45.6,0.8179,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/01
3,"The surrounding area features modern buildings with glass facades and various storefronts, including a sign for ""SECOND"" and another for ""MERCURY."" The traffic flow is moderate, with several vehicles moving in both directions.",1,18.9,0.6569,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/01
4,"The road is lined with trees that are bare, suggesting it is winter or early spring.",7,72.2,0.0972,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/01
5,"The sky is overcast, and the overall lighting is diffused, consistent with a rainy day.",2,27.8,0.0412,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/01
6,The ego-vehicle maintains a steady speed as it navigates the wet city street.,6,63.3,0.2094,True,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/01
0,The video captures a front-view of a city street during the daytime under a sunny sky with scattered clouds.,5,54.4,0.9972,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02
1,"The ego-vehicle is initially stopped at a crosswalk, with a white car on the right side of the road and a large, modern building with arched windows on the left.",2,27.8,0.9526,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02
2,"The road is a two-lane city street with clear markings, including yellow and red lines, and a white arrow indicating the direction of travel.",8,81.1,0.9322,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02
3,"As the video progresses, the ego-vehicle begins to move forward, passing a black car and a gray SUV that are stopped at the intersection.",8,81.1,0.951,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02
4,"The road is lined with trees and buildings, including a sign that reads ""영지사"" on the right side.",8,81.1,0.6726,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02
5,"The traffic flow is moderate, with other vehicles moving in the opposite direction.",9,90.0,0.292,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02
6,"The scene is well-lit, with no visible obstructions, and the overall atmosphere is calm and orderly.",5,54.4,0.0406,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02
0,"The ego-vehicle is moving straight along a single-lane city street, with clear road markings and a yellow dividing line on the road surface.",4,45.6,0.962,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01
1,"The road is lined with trees and buildings, and the sky is clear and sunny, casting shadows from the trees onto the road.",3,36.7,0.9962,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01
2,"As the vehicle progresses, it approaches a crosswalk marked with a white and yellow striped pattern, which is painted on the road.",4,45.6,0.9925,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01
3,"The vehicle continues straight ahead, passing a pedestrian crossing sign and a street sign indicating a speed limit of 30.",5,54.4,0.872,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01
4,"The surrounding area features a mix of commercial buildings, including a store with a sign that reads ""OMG"" and another with a ""GFA"" sign.",7,72.2,0.0182,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01
5,"The road is relatively quiet, with only a few other vehicles visible in the distance, and the overall scene appears to be a typical urban environment on a bright, sunny day.",7,72.2,0.8631,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01
0,"The ego-vehicle is driving on a clear, three-lane city street during the daytime under a sunny sky with scattered clouds.",2,27.8,0.9934,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_9/04
1,"The road is well-maintained with white lane markings, including a solid white line separating the left and right lanes and a dashed white line marking the center.",0,10.0,0.9808,True,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_9/04
2,"The vehicle is moving forward on the right-hand side of the road, with the left lane occupied by a black SUV and the right lane containing a few other vehicles.",0,10.0,0.9782,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_9/04
3,"The road is flanked by buildings, trees, and utility poles, with a few signs visible on the right side, including one with a blue sign that reads ""111"" and another with a ""PUM"" logo.",3,36.7,0.9651,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_9/04
4,"The road is lined with a few parked cars on the right, and the overall environment appears to be a quiet urban area with no significant traffic congestion.",8,81.1,0.8035,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_9/04
5,"The vehicle maintains a steady pace, following the flow of traffic as it moves forward.",3,36.7,0.5586,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_9/04
0,"The ego-vehicle is moving straight along a two-lane city street on a clear, sunny day.",9,90.0,0.9348,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_7/02
1,"The road is marked with yellow lines and white lane dividers, and the vehicle is in the right-hand lane.",9,90.0,0.969,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_7/02
2,"The traffic is moderate, with several cars traveling in the same direction, including a silver SUV and a black sedan ahead.",8,81.1,0.9369,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_7/02
3,"The road is lined with trees and buildings, and a blue tent is visible on the right side of the road.",1,18.9,0.6372,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_7/02
4,"A blue sign with Korean text is mounted above the road, and a traffic light is visible ahead.",4,45.6,0.0158,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_7/02
5,"The sky is bright blue with scattered clouds, and the sun is shining brightly.",1,18.9,0.8047,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_7/02
